imdb.id,award.institution,imdb.event.id,award.imdb.year,awards.nom.win,award,award.category,award.person,imdb.name.id
tt3966550,Taiwan International Documentary Film Festival,ev0001385,2016,Nominee,Next Generation Award,,Kristof Bilsen,nm4272329
tt3966550,Traverse City Film Festival,ev0002275,2016,Winner,Buzz Wilson Prize,Best Avant-Garde Film,Kristof Bilsen,nm4272329
tt3966550,Turkish Radio Television Awards,ev0004990,2015,Nominee,Best International Documentary,International Competition,Kristof Bilsen,nm4272329
tt3966550,Turkish Radio Television Awards,ev0004990,2015,Nominee,Best International Documentary,International Competition,Associate Directors,co0303179
tt3967218,Tallinn Black Nights Film Festival,ev0001559,2014,Winner,Animated Dreams Award,Best Sound Design,Priit Pärn,nm0681264
tt3967218,Tallinn Black Nights Film Festival,ev0001559,2014,Winner,Animated Dreams Award,Best Sound Design,Olga Pärn,nm3540618
tt3967218,Tallinn Black Nights Film Festival,ev0001559,2014,Nominee,"Animated Dreams Grand Prize ""Wooden Wolf""",,Priit Pärn,nm0681264
tt3967218,Tallinn Black Nights Film Festival,ev0001559,2014,Nominee,"Animated Dreams Grand Prize ""Wooden Wolf""",,Olga Pärn,nm3540618
tt3967492,Rotterdam International Film Festival,ev0000569,2015,Nominee,Tiger Award for Short Film,,T. Marie,nm3552057
tt3967856,"Academy of Science Fiction, Fantasy & Horror Films, USA",ev0000004,2018,Nominee,Saturn Award,Best Presentation on Television,,
tt3967856,Austin Film Critics Association,ev0001375,2018,Winner,AFCA Award,Best Foreign Language Film,,
tt3967856,Awards Circuit Community Awards,ev0002990,2017,Nominee,ACCA,Best Visual Effects,Erik De Boer,nm0207487
tt3967856,Awards Circuit Community Awards,ev0002990,2017,Nominee,ACCA,Best Visual Effects,Jeon Hyoung Lee,nm0497512
tt3967856,Cannes Film Festival,ev0000147,2017,Nominee,Palme d'Or,,Bong Joon Ho,nm0094435
tt3967856,Director's Cut Awards,ev0004372,2017,Winner,Director's Cut Award,Best Director,Bong Joon Ho,nm0094435
tt3967856,"Environmental Media Awards, USA",ev0000225,2017,Winner,EMA Award,Feature Film,,
tt3967856,Evening Standard British Film Awards,ev0000231,2018,Nominee,Evening Standard British Film Award,Best Supporting Actress,Tilda Swinton,nm0842770
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best Achievement in Directing,Bong Joon Ho,nm0094435
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best Cinematography,Darius Khondji,nm0451787
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best New Performer,Seo-hyun Ahn,nm3673821
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best Performance by an Actor in a Supporting Role,Paul Dano,nm0200452
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best Performance by an Actress in a Supporting Role,Tilda Swinton,nm0842770
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best Production Design,,
tt3967856,Faro Island Film Festival,ev0013532,2018,Nominee,Golden Carp Film Award - Korean And Japanese,Best Visual And Sound Effects,,
tt3967856,Golden Trailer Awards,ev0000907,2018,Winner,Golden Trailer,Best Independent Poster,Netflix Studios,co0650527
tt3967856,Golden Trailer Awards,ev0000907,2018,Winner,Golden Trailer,Best Independent Poster,BOND,co0689709
tt3967856,Golden Trailer Awards,ev0000907,2018,Nominee,Golden Trailer,Best Foreign TV Spot,Netflix Studios,co0650527
tt3967856,Golden Trailer Awards,ev0000907,2018,Nominee,Golden Trailer,Best Foreign TV Spot,BOND,co0689709
tt3967856,Golden Trailer Awards,ev0000907,2018,Nominee,Golden Trailer,Most Original Poster,Netflix Studios,co0650527
tt3967856,Golden Trailer Awards,ev0000907,2018,Nominee,Golden Trailer,Most Original Poster,BOND,co0689709
tt3967856,IGN Summer Movie Awards,ev0002246,2017,Nominee,IGN Award,Best Sci-Fi/Fantasy Movie,,
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2018,Nominee,INOCA,Best Visual Effects,Erik De Boer,nm0207487
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2018,Nominee,INOCA,Best Visual Effects,Jeon Hyoung Lee,nm0497512
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2018,Nominee,INOCA,Best Visual Effects,Jun Hyoung Kim,nm8243339
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2018,Nominee,INOCA,Best Visual Effects,Stephen Clee,nm3030245
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2017,Winner,Halfway Award,Best Visual Effects,,
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2017,Nominee,Halfway Award,Best Supporting Actress,Tilda Swinton,nm0842770
tt3967856,International Online Cinema Awards (INOCA),ev0003084,2017,Nominee,Halfway Award,Best Sound Editing,Tae-young Choi,nm2372692
tt3967856,Korean Association of Film Critics Awards,ev0004151,2017,Winner,FIPRESCI Award,,Bong Joon Ho,nm0094435
tt3967856,North Carolina Film Critics Association,ev0003272,2018,Winner,NCFCA Award,Best Foreign Language Film,,
tt3967856,"North Texas Film Critics Association, US",ev0001982,2017,Nominee,NTFCA Award,Best Supporting Actress,Tilda Swinton,nm0842770
tt3967856,Online Film & Television Association,ev0002704,2018,Nominee,OFTA Film Award,Best Movie Poster,,
tt3967856,Phoenix Critics Circle,ev0003546,2017,Nominee,PCC Award,Best Science Fiction Film,,
tt3967856,Women Film Critics Circle Awards,ev0003081,2017,Nominee,WFCC Award,Best Young Actress,Seo-hyun Ahn,nm3673821
tt3970022,"Cinema Eye Honors Awards, US",ev0001823,2016,Nominee,Cinema Eye Honors Award,Outstanding Achievement in Nonfiction Short Filmmaking,Fabian Kaiser,nm4318933
tt3970022,Munich International Documentary Festival (DOK.fest),ev0000455,2015,Nominee,Filmschool Award,,Fabian Kaiser,nm4318933
tt3970482,Grammy Awards,ev0000301,2016,Nominee,Grammy,Best Music Film,Roger Waters,nm0914166
tt3970482,Grammy Awards,ev0000301,2016,Nominee,Grammy,Best Music Film,Sean Evans,nm6714903
tt3970482,Grammy Awards,ev0000301,2016,Nominee,Grammy,Best Music Film,Clare Spencer,nm0817897
tt3970482,Grammy Awards,ev0000301,2016,Nominee,Grammy,Best Music Film,Rue 21 Productions,co0495685
tt3971790,Buenos Aires International Festival of Independent Cinema,ev0000138,2015,Winner,Best Feature Film - Avant-Garde and Genre,,Eric Baudelaire,nm3660287
tt3971790,Doclisboa International Film Festival,ev0003077,2014,Winner,Special Jury Award,International Competition,Eric Baudelaire,nm3660287
tt3971790,International Documentary Film Festival of Navarra Punto de Vista,ev0002243,2015,Nominee,Punto de Vista Grand Prize,,Eric Baudelaire,nm3660287
tt3971790,Jihlava International Documentary Film Festival,ev0000377,2014,Nominee,Best World Documentary,,Eric Baudelaire,nm3660287
tt3972196,Clermont-Ferrand International Short Film Festival,ev0000184,2015,Winner,Press Award,,Antonin Peretjatko,nm1455506
tt3973012,Cleveland International Film Festival,ev0000185,2017,Nominee,Best American Independent Feature Film,,Ingrid Jungermann,nm1742910
tt3973012,Film Independent Spirit Awards,ev0000349,2018,Nominee,Independent Spirit Award,Best First Screenplay,Ingrid Jungermann,nm1742910
tt3973012,Film Independent Spirit Awards,ev0000349,2017,Nominee,Someone to Watch Award,,Ingrid Jungermann,nm1742910
tt3973012,Frameline San Francisco International LGBTQ Film Festival,ev0003379,2016,Winner,Honorable Mention,Best First Feature,Ingrid Jungermann,nm1742910
tt3973012,L.A. Outfest,ev0000390,2016,Winner,Grand Jury Award,Outstanding Screenwriting in a U.S. Feature,Ingrid Jungermann,nm1742910
tt3973012,Oslo/Fusion International Film Festival,ev0003992,2016,Winner,Jury Prize,Best Feature Film,Ingrid Jungermann,nm1742910
tt3973012,Tribeca Film Festival,ev0000894,2016,Winner,Jury Award,Best Screenplay for a U.S. Narrative Feature,Ingrid Jungermann,nm1742910
tt3973012,Tribeca Film Festival,ev0000894,2016,Nominee,Jury Award,Best U.S. Narrative Feature,Ingrid Jungermann,nm1742910
tt3973410,Ananda Vikatan Cinema Awards,ev0005729,2016,Winner,Ananda Vikatan Cinema Award,Best Film,,
tt3973410,Ananda Vikatan Cinema Awards,ev0005729,2016,Winner,Technical Awards,Best Editing,Kishore Te,nm2707462
tt3973410,Filmfare Awards South,ev0001531,2016,Winner,Filmfare Award - Tamil Film Industry,Best Film,Dhanush,nm1333687
tt3973410,Filmfare Awards South,ev0001531,2016,Winner,Filmfare Award - Tamil Film Industry,Best Film,Vetrimaaran,nm4274575
tt3973410,Filmfare Awards South,ev0001531,2016,Winner,Filmfare Award - Tamil Film Industry,Best Film,Wunderbar Films,co0362814
tt3973410,Filmfare Awards South,ev0001531,2016,Winner,Filmfare Award - Tamil Film Industry,Best Film,Grass Root Film Company,co0425462
tt3973410,Filmfare Awards South,ev0001531,2016,Nominee,Filmfare Award - Tamil Film Industry,Best Director,M. Manikandan,nm6717590
tt3973410,Filmfare Awards South,ev0001531,2016,Nominee,Filmfare Award - Tamil Film Industry,Best Actress,Aishwarya Rajesh,nm5781594
tt3973410,IBNLive Movie Awards,ev0001935,2016,Nominee,Popular Award,Best Actor South,Ramesh,nm6717591
tt3973410,IBNLive Movie Awards,ev0001935,2016,Nominee,Popular Award,Best Actor South,J. Vignesh,nm7311942
tt3973410,IBNLive Movie Awards,ev0001935,2016,Nominee,Popular Award,Best Southern Debut,M. Manikandan,nm6717590
tt3973410,Los Angeles Indian Film Festival,ev0000951,2015,Winner,Audience Award,Best Feature Film,M. Manikandan,nm6717590
tt3973410,Los Angeles Indian Film Festival,ev0000951,2015,Winner,Grand Jury Prize,Best Actor,Ramesh,nm6717591
tt3973410,Los Angeles Indian Film Festival,ev0000951,2015,Winner,Grand Jury Prize,Best Actor,J. Vignesh,nm7311942
tt3973410,"National Film Awards, India",ev0000467,2015,Winner,Golden Lotus Award,Best Children's Film,M. Manikandan,nm6717590
tt3973410,"National Film Awards, India",ev0000467,2015,Winner,Golden Lotus Award,Best Children's Film,Grass Root Film Company,co0425462
tt3973410,"National Film Awards, India",ev0000467,2015,Winner,Silver Lotus Award,Best Child Artist,J. Vignesh,nm7311942
tt3973410,"National Film Awards, India",ev0000467,2015,Winner,Silver Lotus Award,Best Child Artist,Ramesh,nm6717591
tt3973410,South Indian International Movie Awards,ev0001781,2016,Nominee,SIIMA - Tamil,Best Film,Wunderbar Films,co0362814
tt3973410,South Indian International Movie Awards,ev0001781,2016,Nominee,SIIMA - Tamil,Best Film,Grass Root Film Company,co0425462
tt3973410,South Indian International Movie Awards,ev0001781,2016,Nominee,SIIMA - Tamil,Best Actress,Aishwarya Rajesh,nm5781594
tt3973410,"Tamil Nadu State Film Awards, India",ev0002955,2014,Winner,Creative Award,Best Actress,Aishwarya Rajesh,nm5781594
tt3973432,AFI Fest,ev0000409,2014,Nominee,Audience Award,New Auteurs,Diep Hoang Nguyen,nm6717609
tt3973432,Fribourg International Film Festival,ev0000264,2015,Winner,Ecumenical Jury Award,,Diep Hoang Nguyen,nm6717609
tt3973432,Fribourg International Film Festival,ev0000264,2015,Winner,Special Mention,Feature Films,Diep Hoang Nguyen,nm6717609
tt3973432,Fribourg International Film Festival,ev0000264,2015,Winner,Youth Jury Award,,Diep Hoang Nguyen,nm6717609
tt3973432,Fribourg International Film Festival,ev0000264,2015,Nominee,Grand Prix,,Diep Hoang Nguyen,nm6717609
tt3973432,Göteborg Film Festival,ev0000992,2015,Nominee,International Debut Award,,Diep Hoang Nguyen,nm6717609
tt3973432,Nantes Three Continents Festival,ev0000460,2014,Winner,Special Mention,,Diep Hoang Nguyen,nm6717609
tt3973432,Nantes Three Continents Festival,ev0000460,2014,Nominee,Golden Montgolfiere,,Diep Hoang Nguyen,nm6717609
tt3973432,Oslo Films from the South Festival,ev0000869,2014,Nominee,Silver Mirror Award,Best Feature,Diep Hoang Nguyen,nm6717609
tt3973432,San Francisco International Film Festival,ev0000584,2015,Nominee,Golden Gate Award,New Director,Diep Hoang Nguyen,nm6717609
tt3973432,Venice Film Festival,ev0000681,2014,Winner,Fedeora Award,Best Film (International Film Critics Week),Diep Hoang Nguyen,nm6717609
tt3973432,Venice Film Festival,ev0000681,2014,Nominee,Queer Lion,,Diep Hoang Nguyen,nm6717609
tt3973432,Viet Film Fest,ev0006895,2015,Winner,Jury Award,Best Actor,Thanh Duy,nm10074395
tt3973590,Glasgow Film Festival,ev0003325,2015,Nominee,Audience Award,,Batin Ghobadi,nm3815804
tt3973598,ABC Cinematography Award,ev0000824,2016,Nominee,ABC Trophy,Feature Film - Best Art Direction (Melhor Direção de Arte),Vera Oliveira,nm8458850
tt3973598,Havana Film Festival,ev0000314,2014,Winner,Coral,Best Artistic Contribution,Gregorio Graziosi,nm3056409
tt3973598,Prêmio Guarani,ev0005919,2016,Nominee,Premio Guarani,Best Actor,Irandhir Santos,nm2046691
tt3973598,Prêmio Guarani,ev0005919,2016,Nominee,Premio Guarani,Best Film Editing,Gabriel Vieira de Mello,nm3640312
tt3973598,Prêmio Guarani,ev0005919,2016,Nominee,Premio Guarani,Best Cinematography,André S. Brandão,nm3774483
tt3973598,Prêmio Guarani,ev0005919,2016,Nominee,Premio Guarani,Best Sound,Fábio Baldo,nm4091100
tt3973598,Prêmio Guarani,ev0005919,2016,Nominee,Premio Guarani,Best Sound,Raul Jooken Baptista,nm3095684
tt3973598,Prêmio Guarani,ev0005919,2016,Nominee,Premio Guarani,Best Sound,Ariel Henrique,nm5174641
tt3973598,Rio de Janeiro International Film Festival,ev0001488,2014,Winner,FIPRESCI Prize,Best Latin American Film (Melhor Filme Latino-Americano),Gregorio Graziosi,nm3056409
tt3973598,Rio de Janeiro International Film Festival,ev0001488,2014,Winner,Première Brazil,Best Cinematography (Melhor Fotografia),André S. Brandão,nm3774483
tt3973598,Sarasota Film Festival,ev0000805,2015,Nominee,Jury Prize,Narrative Feature Film Competition,Gregorio Graziosi,nm3056409
tt3973612,African Movie Academy Awards,ev0002368,2015,Nominee,AMAA,Best Short Film,Jim Chuchu,nm5874888
tt3973612,Berlin International Film Festival,ev0000091,2015,Winner,Teddy Jury Award,,Jim Chuchu,nm5874888
tt3973612,Berlin International Film Festival,ev0000091,2015,Nominee,Panorama Audience Award,Fiction Film,Jim Chuchu,nm5874888
tt3973612,Chéries-Chéris,ev0003275,2016,Winner,Jury Prize,Documentary,Jim Chuchu,nm5874888
tt3973612,Festival Mix Brasil,ev0004626,2015,Winner,Audience Award,Best International Feature Film,Jim Chuchu,nm5874888
tt3973612,Frameline San Francisco International LGBTQ Film Festival,ev0003379,2015,Winner,Volunteer of the Year,,Jim Chuchu,nm5874888
tt3973612,Frameline San Francisco International LGBTQ Film Festival,ev0003379,2015,Winner,Volunteer of the Year,,Big World Cinema,co0088264
tt3973612,Molodist International Film Festival,ev0000444,2015,Winner,Special Jury Diploma,'Sunny Bunny' program,Jim Chuchu,nm5874888
tt3973612,Molodist International Film Festival,ev0000444,2015,Nominee,Sunny Bunny Prize,Best LGBTQ Film,Jim Chuchu,nm5874888
tt3973612,RapidLion Film Festival (South African International Film Festival),ev0003841,2016,Winner,Best of Africa and the African Diaspora Award,,Jim Chuchu,nm5874888
tt3973612,RapidLion Film Festival (South African International Film Festival),ev0003841,2016,Winner,Best of Africa and the African Diaspora Award,,Big World Cinema,co0088264
tt3973638,CPH:DOX,ev0000982,2014,Nominee,New Vision Award,,Lonnie van Brummelen,nm5538626
tt3973638,CPH:DOX,ev0000982,2014,Nominee,New Vision Award,,Siebren de Haan,nm5538468
tt3975510,Berlin International Film Festival,ev0000091,2015,Nominee,Crystal Bear,Generation 14plus - Best Film,Andrew Droz Palermo,nm3902730
tt3976280,Berlin International Film Festival,ev0000091,2015,Nominee,Crystal Bear,Generation 14plus - Best Film,Duccio Chiarini,nm2313783
tt3976280,Festival del Cinema Europeo,ev0001067,2016,Winner,Mario Verdone Award,Best Film,Duccio Chiarini,nm2313783
tt3976280,Golden Ciak Awards,ev0002667,2015,Winner,Golden Ciak,Best First Feature (Migliore Opera Prima),Duccio Chiarini,nm2313783
tt3976280,Italian National Syndicate of Film Journalists,ev0000369,2015,Nominee,Silver Ribbon,Best New Director (Migliore Regista Esordiente),Duccio Chiarini,nm2313783
tt3976280,Italian National Syndicate of Film Journalists,ev0000369,2015,Nominee,Silver Ribbon,Best Original Story (Migliore Soggetto),Duccio Chiarini,nm2313783
tt3976280,Italian National Syndicate of Film Journalists,ev0000369,2015,Nominee,Silver Ribbon,Best Original Story (Migliore Soggetto),Ottavia Madeddu,nm4574965
tt3976280,Seattle International Film Festival,ev0000600,2015,Nominee,New Director's Showcase Award,,Duccio Chiarini,nm2313783
tt3976280,Stockholm Film Festival Junior,ev0003174,2015,Nominee,Bronze Horse,Best Film 11-19 Years,Duccio Chiarini,nm2313783
tt3976280,Venice Film Festival,ev0000681,2014,Winner,AKAI International Film Fest Award - Special Mention,,Duccio Chiarini,nm2313783
tt3976334,Angers European First Film Festival,ev0000027,2015,Nominee,Grand Jury Prize,European Student Films,Nicolas Menard,nm6718420
tt3976334,Edinburgh International Film Festival,ev0000220,2015,Nominee,Best New British Animation,,Nicolas Menard,nm6718420
tt3983654,New Orleans Film Festival,ev0000478,2015,Winner,Audience Award,Documentary Short,Meg Smaker,nm5982477
tt3983654,Sarasota Film Festival,ev0000805,2015,Winner,Jury Prize,Shorts Documentary Competition,Meg Smaker,nm5982477
tt3983654,"Student Academy Awards, USA",ev0000629,2015,Winner,Student Academy Award,Documentary,Meg Smaker,nm5982477
tt3983654,SXSW Film Festival,ev0000636,2015,Winner,SXSW Grand Jury Award,Documentary Short,Meg Smaker,nm5982477
tt3985266,Bodil Awards,ev0000107,2016,Nominee,Bodil,Best Documentary (Bedste dokumentarfilm),Jannik Splidsboel,nm1482378
tt3985616,German Film Awards,ev0000280,2015,Nominee,Film Award in Gold,Best Documentary (Bester Dokumentarfilm),Hubertus Siegert,nm0797046
tt3985616,Hessian Film Award,ev0000320,2015,Nominee,Hessian Film Award,Documentary Film (Dokumentarfilm),Hubertus Siegert,nm0797046
tt3985616,Hessian Film Award,ev0000320,2015,Nominee,Hessian Film Award,Documentary Film (Dokumentarfilm),Farid Eslam,nm2379531
tt3985616,Hessian Film Award,ev0000320,2015,Nominee,Hessian Film Award,Documentary Film (Dokumentarfilm),Claudia von Alemann,nm0901863
tt3985616,Max Ophüls Festival,ev0000423,2015,Winner,Best Documentary,Documentary,,
tt3986496,Leo Awards,ev0000396,2016,Nominee,Leo,Best Sound in a Short Drama,Kirby Jinnah,nm0423141
tt3986496,Leo Awards,ev0000396,2016,Nominee,Leo,Best Visual Effects in a Short Drama,Diego Maclean,nm2728597
tt3986496,Leo Awards,ev0000396,2016,Nominee,Leo,Best Visual Effects in a Short Drama,Cory Virs,nm1577017
tt3986532,GLAAD Media Awards,ev0000286,2016,Nominee,GLAAD Media Award,Outstanding Documentary,,
tt3986532,Hollywood Music In Media Awards (HMMA),ev0002580,2016,Nominee,HMMA Award,Best Original Score - Documentary,Ryan Miller,nm1792454
tt3986532,Hollywood Music In Media Awards (HMMA),ev0002580,2016,Nominee,HMMA Award,Best Original Song - Documentary,Sharon Van Etten,nm3495649
tt3991384,Gawad Urian Awards,ev0000270,2015,Nominee,Gawad Urian Award,Best Documentary (Pinakamahusay na Dokyumentaryo),Cha Escala,nm6732735
tt3991384,Gawad Urian Awards,ev0000270,2015,Nominee,Gawad Urian Award,Best Documentary (Pinakamahusay na Dokyumentaryo),Wena Sanchez,nm6732734
tt3991384,QCinema International Film Festival,ev0003636,2014,Winner,Pylon Award,Best Picture,Cha Escala,nm6732735
tt3991384,QCinema International Film Festival,ev0003636,2014,Winner,Pylon Award,Best Picture,Wena Sanchez,nm6732734
tt3991384,QCinema International Film Festival,ev0003636,2014,Winner,Special Citation,,Cha Escala,nm6732735
tt3991384,QCinema International Film Festival,ev0003636,2014,Winner,Special Citation,,Wena Sanchez,nm6732734
tt3991384,"Young Critics Circle, Philippines",ev0001353,2015,Winner,YCC Award,Best First Feature,Cha Escala,nm6732735
tt3991384,"Young Critics Circle, Philippines",ev0001353,2015,Winner,YCC Award,Best First Feature,Wena Sanchez,nm6732734
tt3991384,"Young Critics Circle, Philippines",ev0001353,2015,Nominee,YCC Award,Best Achievement in Film Editing,Cha Escala,nm6732735
tt3991384,"Young Critics Circle, Philippines",ev0001353,2015,Nominee,YCC Award,Best Achievement in Film Editing,Bambam Luneta,nm2412769
tt3993760,Austin Gay & Lesbian International Film Festival,ev0000058,2016,Winner,Audience Award,Documentary Film,Shaleece Haas,nm3717429
tt3993760,Durango Film Festival,ev0000731,2017,Winner,Jury Award,Best Feature-Length Documentary,Shaleece Haas,nm3717429
tt3993760,Frameline San Francisco International LGBTQ Film Festival,ev0003379,2016,Winner,Audience Award,Best Documentary,Shaleece Haas,nm3717429
tt3993760,Giffoni Film Festival,ev0000284,2016,Winner,Golden Gryphon,Best Documentary,Shaleece Haas,nm3717429
tt3993760,GLAAD Media Awards,ev0000286,2018,Nominee,GLAAD Media Award,Outstanding Documentary,,
tt3993760,Independent Film Festival of Boston,ev0001720,2016,Winner,Karen Schmeer Award for Excellence in Documentary Editing,,Andrew Gersh,nm1908439
tt3993760,Iris Prize Festival,ev0003358,2016,Winner,Iris Prize,Best Feature,Shaleece Haas,nm3717429
tt3993760,Oslo/Fusion International Film Festival,ev0003992,2016,Winner,Queer Youth Jury Prize,Best Film,Shaleece Haas,nm3717429
tt3993760,TWIST: Seattle Queer Film Festival,ev0000601,2016,Winner,Jury Award,Best Documentary Film,Shaleece Haas,nm3717429
tt3993760,Woodstock Film Festival,ev0000703,2016,Winner,Best Editing,Feature Documentary,Andrew Gersh,nm1908439
tt3993760,Woodstock Film Festival,ev0000703,2016,Winner,James Lyons Award,Best Editing of a Feature Documentary,Andrew Gersh,nm1908439
tt3993760,Woodstock Film Festival,ev0000703,2016,Winner,Maverick Award,Best Documentary Feature - Honorable Mention,Shaleece Haas,nm3717429
tt3993894,Buenos Aires International Festival of Independent Cinema,ev0000138,2015,Nominee,Best Feature Film - Avant-Garde and Genre,,Alex Ross Perry,nm3504405
tt3993894,Chlotrudis Awards,ev0001128,2016,Nominee,Chlotrudis Award,Best Supporting Actress,Katherine Waterston,nm2239702
tt3993894,Film Club's The Lost Weekend,ev0002560,2015,Winner,Lost Weekend Award,Best Actress,Elisabeth Moss,nm0005253
tt3993894,Indiewire Critics' Poll,ev0003191,2015,Nominee,ICP Award,Best Lead Actress,Elisabeth Moss,nm0005253
tt3995416,Ankara International Film Festival,ev0000029,2016,Winner,Best Actress,,Asiye Dinçsoy,nm3104126
tt3995416,Ankara International Film Festival,ev0000029,2016,Winner,Mahmut Tali Ongoren Special Award,National Competition,Ahu Öztürk,nm4101864
tt3995416,Ankara International Film Festival,ev0000029,2016,Nominee,Best Film,National Competition,Ahu Öztürk,nm4101864
tt3995416,Golden Apricot Yerevan International Film Festival,ev0001170,2016,Nominee,Golden Apricot,Feature Competition,Ahu Öztürk,nm4101864
tt3995416,Istanbul International Film Festival,ev0000368,2016,Winner,Best Actress,National Competition,Asiye Dinçsoy,nm3104126
tt3995416,Istanbul International Film Festival,ev0000368,2016,Winner,Best Screenplay,,Ahu Öztürk,nm4101864
tt3995416,Istanbul International Film Festival,ev0000368,2016,Winner,Cineuropa.org Award,,Ahu Öztürk,nm4101864
tt3995416,Istanbul International Film Festival,ev0000368,2016,Winner,Golden Tulip,National Competition / Best Turkish Film Of The Year,Ahu Öztürk,nm4101864
tt3995416,Istanbul International Film Festival,ev0000368,2016,Nominee,Audentia Award,,Ahu Öztürk,nm4101864
tt3995416,Sadri Alisik Theatre and Cinema Awards,ev0006860,2017,Nominee,Sadri Alisik Cinema Award,Best Performance by an Actress in a Motion Picture - Drama,Asiye Dinçsoy,nm3104126
tt3995416,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2016,Winner,Ahmet Uluçay Award,Best First Film,Ahu Öztürk,nm4101864
tt3995416,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2016,Nominee,SIYAD Award,Best Film,,
tt3995416,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2016,Nominee,SIYAD Award,Best Actress,Asiye Dinçsoy,nm3104126
tt3995416,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2016,Nominee,SIYAD Award,Best Screenplay,Ahu Öztürk,nm4101864
tt3995416,Turkish Film Critics Association (SIYAD) Awards,ev0002419,2016,Nominee,SIYAD Award,Best Supporting Actor,Mehmet Özgür,nm2040571
tt3995690,Molodist International Film Festival,ev0000444,2015,Nominee,Scythian Deer,Best Student Film,Kimie Tanaka,nm4630996
tt3997238,KASHISH Mumbai International Queer Film Festival,ev0002831,2015,Winner,Jury Award,Best Documentary Feature,David Thorpe,nm6737306
tt3997238,KASHISH Mumbai International Queer Film Festival,ev0002831,2015,Winner,Jury Award,Best Documentary Feature,ThinkThorpe,co0497130
tt3997238,Toronto International Film Festival,ev0000659,2014,Nominee,People's Choice Award,Documentary,David Thorpe,nm6737306
tt3997248,Camerimage,ev0000143,2014,Nominee,Golden Frog,Main Competition,Piotr Niemyjski,nm1718184
tt3997248,Chicago International Film Festival,ev0000165,2014,Nominee,Audience Choice Award,Audience Choice Award,Krzysztof Zanussi,nm0953130
tt3997248,Polish Film Awards,ev0000887,2015,Nominee,Eagle,Best Film Score (Najlepsza Muzyka),Wojciech Kilar,nm0004384
tt4000870,SXSW Film Festival,ev0000636,2015,Nominee,SXSW Gamechanger Award,,Jamie Babbit,nm0044803
tt4000936,Adelaide Film Festival,ev0002764,2015,Winner,International Feature Award,Special Mention,Odessa Young,nm3747611
tt4000936,Adelaide Film Festival,ev0002764,2015,Nominee,International Feature Award,Best Feature,Sue Brooks,nm0112262
tt4000936,Australian Cinematographers Society,ev0000060,2016,Winner,Victoria & Tasmania Gold Award,Features - Cinema,Katie Milwright,nm0590743
tt4000936,Australian Directors Guild Awards,ev0002402,2016,Winner,ADG/DGA Finders Series Award,,Sue Brooks,nm0112262
tt4000936,Australian Directors Guild Awards,ev0002402,2016,Nominee,ADG Award,Best Direction in a Feature Film,Sue Brooks,nm0112262
tt4000936,Australian Directors Guild Awards,ev0002402,2016,Nominee,ADG Award,Best Direction in a Feature Film,Unicorn Films,co0403083
tt4000936,Australian Directors Guild Awards,ev0002402,2016,Nominee,ADG Award,Best Direction in a Feature Film,Taylor Media,co0088457
tt4000936,Australian Directors Guild Awards,ev0002402,2016,Nominee,ADG Award,Best Direction in a Feature Film,Gecko Films Pty. Ltd.,co0043597
tt4000936,Australian Directors Guild Awards,ev0002402,2016,Nominee,ADG Award,Best Direction in a Feature Film,Palace Films,co0063707
tt4000936,Chicago International Film Festival,ev0000165,2015,Nominee,Gold Hugo,Best Feature,Sue Brooks,nm0112262
tt4000936,Film Critics Circle of Australia Awards,ev0000061,2017,Winner,FCCA Award,Best Actress,Radha Mitchell,nm0593664
tt4000936,Film Critics Circle of Australia Awards,ev0000061,2017,Nominee,FCCA Award,Best Film,Lizzette Atkins,nm1636830
tt4000936,Film Critics Circle of Australia Awards,ev0000061,2017,Nominee,FCCA Award,Best Film,Sue Taylor,nm0853221
tt4000936,Film Critics Circle of Australia Awards,ev0000061,2017,Nominee,FCCA Award,Best Film,Alison Tilson,nm0863485
tt4000936,Film Critics Circle of Australia Awards,ev0000061,2017,Nominee,FCCA Award,Best Actor,Richard Roxburgh,nm0746896
tt4000936,Film Critics Circle of Australia Awards,ev0000061,2017,Nominee,FCCA Award,Best Cinematography,Katie Milwright,nm0590743
